DateTime,AddedIPs,RemovedIPs
1557979682,0,103
1557979923,4,0
1557981123,2,0
1557981606,93,0
1557981723,16,0
1557982323,6,0
1557982924,2,0
1557983033,0,1
1557983524,17,92
1557984123,4,0
1557984723,1,0
1557985443,100,1
1557985923,3,0
1557986523,9,0
1557986574,0,2
1557987722,1,0
1557988322,2,0
1557988922,5,0
1557989283,89,18
1557989523,8,0
1557990176,4,2
1557990723,3,0
1557991446,58,118
1557992522,18,0
1557993723,14,0
1557993774,0,2
1557994923,12,0
1557995283,0,68
1557996638,1,0
1557997212,66,0
1557997373,7,0
1557998523,4,0
1557999362,81,12
1557999723,5,0
1558000923,2,0
1558002003,0,115
1558002123,2,0
1558003442,79,0
1558004523,1,0
1558005723,1,0
1558006354,1276,313
1558007282,66,10
1558007763,0,102
1558008234,6,1
1558009323,1,0
1558011122,2,0
1558011723,2,0
1558012323,1,0
1558013042,80,0
1558014122,3,0
1558014722,1,0
1558014964,73,23
1558015444,0,123
1558015923,11,0
1558016522,2,0
1558017723,2,0
1558018809,82,0
1558018974,3,1
1558019522,4,0
1558020123,1,0
1558020962,63,13
1558021323,1,1
1558021682,0,127
1558023123,1,1
1558023724,2,0
1558025283,108,1
1558026174,1,0
1558027323,3,0
1558027923,3,0
1558028523,1,0
1558029122,76,19
1558029795,8,0
1558030323,2,0
1558030563,19,59
1558031523,1,0
1558032123,10,0
1558032966,101,22
1558033323,17,0
1558033377,0,2
1558033923,4,0
1558034403,0,128
1558034523,20,0
1558035123,1,0
1558035723,3,0
1558036973,3,3
1558037522,3,0
1558038123,1,0
1558038723,171,0
1558039323,4,0
1558040163,0,160
1558040574,1,0
1558041722,33,0
1558042563,89,0
1558042922,21,0
1558043523,17,0
1558044173,7,1
1558044963,0,105
1558045322,1,0
1558046402,82,0
1558047021,1,0
1558047777,0,1
1558048323,85,24
1558048923,13,0
1558049522,1,0
1558050124,3,0
1558050722,1,233
1558051374,3,1
1558052163,132,0
1558052523,1,0
1558053722,4,0
1558054322,41,121
1558055289,1,1
1558056122,1,0
1558056723,60,84
1558057323,2,0
1558058162,0,82
1558058573,5,0
1558059124,1,0
1558060923,13,0
1558062012,97,0
1558062122,33,0
1558062723,9,0
1558063323,1,0
1558063923,91,15
1558064403,0,199
1558065773,2,1
1558066323,1,0
1558066923,14,0
1558068002,84,0
1558068123,1,0
1558069375,2,0
1558069923,18,0
1558070523,5,0
1558071842,94,15
1558072082,0,156
1558072923,8,0
1558072973,0,3
