DateTime,AddedIPs,RemovedIPs
1557812169,25,23
1557813452,188,383
1557814092,19,25
1557815426,179,71
1557816033,22,25
1557816354,340,2
1557817960,175,157
1557819870,25,24
1557820055,185,83
1557821795,21,33
1557822126,72,274
1557822894,69,80
1557823738,15,27
1557824617,106,276
1557825634,27,28
1557826203,66,0
1557827548,25,25
1557827596,63,0
1557829452,19,991
1557829875,60,207
1557830142,71,1
1557831397,32,39
1557832527,155,196
1557833292,449,0
1557833804,126,1
1557835236,58,14
1557836126,159,225
1557837147,16,12
1557837430,79,0
1557839063,43,16
1557840438,186,202
1557840973,33,14
1557841727,70,163
1557842897,30,11
1557844499,168,104
1557845057,26,17
1557846030,96,145
1557846997,32,22
1557847827,53,1
1557848917,23,15
1557848938,89,40
1557850833,105,86
1557851142,3048,0
1557851721,105,95
1557852757,24,11
1557854650,276,1290
1557856592,238,434
1557856822,455,0
1557857892,136,73
1557858487,21,10
1557860422,25,20
1557860803,309,22
1557861319,256,0
1557861863,255,0
1557862359,24,23
1557863120,97,318
1557864281,15,25
1557866192,29,20
1557868125,286,216
1557868893,250,0
1557869421,69,90
1557870013,25,33
1557870322,54,1
1557871940,30,23
1557873004,254,0
1557873880,15,27
1557873922,154,309
1557874827,254,0
1557875789,496,1
1557877721,14,13
1557878908,164,311
1557879636,16,16
1557879951,1012,762
1557881556,17,11
1557883456,21,15
1557884534,264,338
1557885369,15,15
1557886341,116,65
1557887289,11,12
1557889238,94,161
1557891142,12,19
1557892453,246,198
1557893083,9,19
1557894200,255,0
1557894974,79,23
1557895599,64,14
1557896919,13,10
1557897975,78,121
1557898838,12,22
1557898926,77,531
1557900762,17,12
1557901802,155,175
1557902654,17,11
1557904600,14,25
1557905403,143,299
1557906494,17,22
1557907254,157,186
1557908437,13,21
1557909625,112,387
1557910336,11,21
1557910831,50,186
1557912257,15,18
1557913381,138,1032
1557914175,23,44
1557916115,9,1101
1557916267,144,291
1557918031,487,2
1557918301,96,717
1557919937,26,15
1557920724,94,0
1557920791,66,0
1557921858,27,22
1557922020,64,98
1557923772,31,20
1557924324,102,1302
1557925715,19,9
1557927612,28,16
1557927924,335,1
1557929533,22,18
1557930311,182,1335
1557931459,6,19
1557931524,94,0
1557933399,6,23
1557935327,24,24
1557935975,229,1975
1557937235,24,24
1557937617,0,3269
1557939141,170,1579
1557939624,0,255
1557941053,9,17
1557941068,2766,0
1557941418,132,630
1557941929,67,0
1557942995,39,16
1557943218,256,250
1557944895,782,18
1557946844,334,1470
1557948204,0,229
1557948762,28,25
1557948915,126,1251
1557950684,37,27
1557951318,88,1264
1557952056,256,222
1557952573,124,67
1557953121,255,0
1557954520,28,15
1557955262,157,138
1557956436,33,28
1557957629,327,0
1557958339,89,52
1557958520,0,255
1557960277,86,70
1557960320,0,256
1557960854,41,148
1557962199,419,0
1557963004,50,83
1557964092,10,17
1557966012,16,17
1557966075,175,157
1557966604,255,506
1557967948,25,9
1557968117,74,126
1557969321,59,0
1557969877,14,8
1557970222,256,0
1557971769,11,17
1557973937,9,19
1557974145,266,146
1557975855,9,17
1557976545,124,239
1557977771,12,19
1557978804,152,92
1557979693,15,19
1557980123,0,256
1557980727,83,61
1557981636,27,25
1557983531,13,15
1557983701,160,61
1557985453,17,18
1557987404,15,17
1557989294,3,15
1557990923,358,1053
1557991474,20,32
1557991804,112,96
1557993392,12,33
1557995313,17,18
1557996074,285,141
1557997236,30,19
1557998124,76,237
1557999378,23,29
1557999776,120,128
1558001561,16,960
1558002605,108,87
1558003475,21,21
1558005370,376,0
1558007316,232,154
1558008511,114,338
1558009250,18,15
1558010553,71,131
1558011129,17,16
1558012523,52,70
1558013051,23,21
1558014992,23,14
1558016922,1020,246
1558018027,138,0
1558018820,270,7
1558021002,128,55
1558023406,88,91
1558025318,12,11
1558026019,162,424
1558027207,22,17
1558027512,0,3787
1558027544,116,61
1558029128,16,18
1558029621,253,0
1558030519,99,764
1558030741,43,78
1558031065,20,14
1558031403,510,0
1558032199,38,265
1558032993,13,18
1558033973,99,68
1558034913,12,13
1558035285,72,1
1558036834,27,18
1558037720,106,269
1558038754,16,10
1558039837,132,109
1558040653,10,19
1558041830,90,64
1558042570,17,16
1558044520,12,21
1558045655,187,85
1558046442,251,270
1558048360,331,0
1558050250,17,13
1558052178,24,13
1558052662,756,664
1558054334,13,20
1558056274,16,274
1558056625,186,56
1558058168,10,13
1558060091,174,335
1558062023,23,7
1558063934,5,15
1558066104,8,10
1558068010,12,14
1558069960,375,389
1558071027,57,53
1558071875,10,13
1558071926,59,294
1558073794,30,26
1558074533,111,0
1558075694,15,11
1558077326,94,275
1558077861,20,18
1558079771,16,20
1558080045,97,0
1558081700,107,93
1558083627,81,112
1558085257,46,212
1558085541,14,11
1558085786,43,0
1558087475,17,962
1558088881,104,176
1558089400,33,22
1558091549,382,0
1558092171,181,159
1558093479,38,15
1558093703,103,26
1558095371,22,19
1558097291,19,20
1558098026,164,421
1558099208,25,17
1558101147,21,15
1558101626,235,1821
1558103051,19,8
1558103404,48,77
1558104976,34,14
1558105153,124,0
1558106911,12,10
1558109193,145,357
1558109726,57,89
1558110273,1015,254
1558111233,23,6
1558111519,45,1
1558113736,23,20
1558113866,125,214
1558115548,23,14
1558116020,0,253
1558117450,22,264
1558117713,206,148
1558119368,30,12
1558119621,70,294
1558121305,27,13
1558121423,102,0
1558123223,33,10
1558123233,92,226
1558124594,0,255
1558125155,83,102
1558126009,107,1
1558127176,25,25
1558127482,84,45
1558129231,19,21
1558131134,22,13
1558131321,200,557
1558132246,365,0
1558134403,383,110
1558135559,91,57
1558136409,13,15
1558138360,74,141
1558139404,0,253
1558140251,12,20
1558142173,18,12
1558142771,269,146
1558144117,14,12
1558144684,113,260
