DateTime,AddedIPs,RemovedIPs
1558146034,16,6
1558146600,70,1
1558148176,18,12
1558149811,53,217
1558150094,11,9
1558152263,141,107
1558154415,10,8
1558156581,211,326
1558158518,14,15
1558160432,14,13
1558161449,356,306
1558162540,25,12
1558163045,76,149
1558164486,9,13
1558166430,18,9
1558166766,157,102
1558168335,10,24
1558169125,62,94
1558170278,88,318
1558170944,101,56
1558172168,17,19
1558172572,73,84
1558174109,16,780
1558174525,60,0
1558176010,100,30
1558177938,351,0
1558179869,27,16
1558180597,324,383
1558181772,29,15
1558182374,92,44
1558183689,21,5
1558184425,133,157
1558185612,111,101
1558187548,21,10
1558188029,117,152
1558189450,17,14
1558191364,25,18
1558193289,327,144
1558193855,108,100
1558195109,19,11
1558196792,3284,745
1558197132,16,10
1558199054,26,11
1558199716,642,355
1558199976,77,0
1558200990,16,10
1558201242,57,8
1558202911,17,16
1558203319,832,68
1558203745,511,0
1558204814,113,87
1558206729,94,190
1558206920,244,0
1558207605,256,0
1558208667,28,10
1558210570,20,21
1558210972,564,517
1558211708,106,0
1558212734,25,16
1558213246,49,129
1558214673,35,12
1558215006,256,0
1558216571,20,12
1558216827,150,38
1558217962,65,71
1558218488,10,22
1558218603,0,256
1558220440,293,0
1558222360,13,13
1558223122,206,366
1558224261,11,13
1558224508,66,0
1558226172,19,7
1558226722,1903,1
1558228116,8,15
1558229089,256,0
1558230035,156,118
1558230599,70,182
1558231933,8,13
1558233868,22,15
1558235772,8,12
1558236245,256,241
1558237691,11,6
1558237732,80,98
1558239607,12,12
1558239951,255,0
1558240509,148,1
1558241552,4,7
1558243453,9,9
1558245391,15,14
1558247295,322,398
1558248714,108,104
1558249227,14,22
1558251162,84,56
1558251922,71,1
1558253076,12,15
1558253474,128,42
1558254970,15,16
1558255523,65,62
1558257138,89,201
1558258587,95,0
1558259055,20,8
1558260027,51,109
1558260990,32,883
1558262908,20,20
1558263626,126,65
1558264833,354,0
1558265423,72,54
1558266738,23,11
1558268654,17,8
1558270592,341,530
1558272493,78,56
1558274441,138,16
1558276357,105,44
1558278257,14,11
1558280189,17,11
1558280721,247,298
1558282091,18,16
1558282766,171,158
1558283180,0,3773
1558284038,82,9
1558285939,104,207
1558287856,114,12
1558288826,0,978
1558289794,143,24
1558290200,52,260
1558290604,2257,251
1558291702,16,18
1558292418,482,0
1558293609,15,18
1558294352,439,639
1558295572,468,13
1558297452,29,10
1558299368,19,24
1558301314,17,17
1558301677,468,425
1558303236,25,20
1558303524,64,317
1558304118,255,0
1558305158,17,16
1558305919,71,1
1558307057,350,106
1558308098,68,46
1558308971,18,12
1558311162,382,140
1558311948,91,0
1558312221,502,1518
1558313074,14,8
1558314977,15,15
1558315474,0,256
1558315774,253,128
1558316896,11,13
1558317623,256,0
1558318831,23,10
1558319022,237,245
1558320731,4,12
1558322675,241,196
1558323670,87,1
1558324573,23,19
1558326493,15,10
1558326575,118,59
1558328440,13,7
1558329321,65,190
1558330355,10,8
1558332273,12,10
1558332342,268,288
1558334172,6,15
1558334721,93,0
1558335621,257,84
1558336113,14,17
1558337210,172,0
1558338012,14,16
1558338733,127,31
1558339934,14,9
1558340402,128,84
1558341873,15,15
1558341922,54,90
1558342830,248,0
1558343780,21,20
1558344613,147,123
1558345713,10,14
1558346040,64,217
1558347608,13,804
